2023-08-19,2023-08-21,3583,FSP*FLEET FEET CLEMMONS,Health Care,149.80,
2023-08-19,2023-08-19,3583,American Eagle Outfitters,Merchandise,164.33,
2023-08-18,2023-08-19,3583,HARRIS TEETER #0228,Merchandise,92.39,
2023-08-18,2023-08-19,3583,COSTCO WHSE #0361,Merchandise,83.83,
2023-08-10,2023-08-11,3583,UNITED      0162318444322,Airfare,123.90,
2023-08-10,2023-08-11,3583,UNITED      0162318444321,Airfare,123.90,
2023-08-10,2023-08-10,3583,CAPITAL ONE MOBILE PYMT,Payment/Credit,,1574.38
2023-08-07,2023-08-09,3583,YO YUMS,Dining,8.40,
2023-08-05,2023-08-07,3583,LA DONA,Dining,49.64,
2023-08-04,2023-08-05,3583,FLYNORSE.CO S3C8FV,Airfare,1025.06,
2023-08-02,2023-08-04,3583,SAWADDEE THAI CUISINE 1,Dining,74.45,
2023-08-01,2023-08-03,3583,DOMINO'S 1503,Dining,24.10,
2023-08-01,2023-08-03,3583,CHICK-FIL-A #04858,Dining,32.92,
2023-08-01,2023-08-02,3583,B A INTERNET1252164229668,Airfare,95.95,
2023-08-01,2023-08-02,3583,B A INTERNET1252164229669,Airfare,95.95,
2023-07-29,2023-07-31,3583,BINKI CAFE,Merchandise,17.02,
2023-07-23,2023-07-25,3583,BINKI CAFE,Merchandise,6.61,
2023-07-23,2023-07-24,3583,COSTCO GAS #0361,Gas/Automotive,42.30,
2023-07-19,2023-07-20,3583,SP OCHA & CO.,Internet,41.99,
2023-07-17,2023-07-18,3583,WWW COSTCO COM,Merchandise,59.99,
2023-07-11,2023-07-11,3583,CAPITAL ONE MOBILE PYMT,Payment/Credit,,3558.64
2023-07-05,2023-07-05,3583,NANNYBAG,Lodging,65.51,
2023-07-01,2023-07-03,3583,HARRIS TEETER #0228,Merchandise,39.09,
2023-06-30,2023-07-01,3583,DOMINO'S 4459,Dining,32.78,
2023-06-24,2023-06-26,3583,CHEGG  ORDER,Merchandise,19.95,
2023-06-16,2023-06-21,3583,INTEREST CHARGE CREDIT,Payment/Credit,,35.30
2023-06-17,2023-06-19,3583,HARRIS TEETER #0228,Merchandise,71.76,
2023-06-17,2023-06-19,3583,COSTCO WHSE #0361,Merchandise,173.88,
2023-06-16,2023-06-17,3583,CVS/PHARMACY #07026,Health Care,16.17,
2023-06-16,2023-06-16,3583,INTEREST CHARGE:PURCHASES,Fee/Interest Charge,35.30,
2023-06-11,2023-06-12,3583,CAPITAL ONE AUTOPAY PYMT,Payment/Credit,,25.00
2023-06-04,2023-06-06,3583,BINKI CAFE,Merchandise,15.68,
2023-06-05,2023-06-06,3583,COSTCO WHSE #0361,Merchandise,221.19,
2023-06-04,2023-06-05,3583,OMIO USD,Other Travel,33.94,
2023-06-04,2023-06-05,3583,OMIO USD,Other Travel,56.75,
2023-06-03,2023-06-05,3583,AGODA.COM LSE PASSFI,Other Travel,226.00,
2023-06-02,2023-06-03,3583,ATG TICKETS,Internet,326.09,
2023-06-02,2023-06-03,3583,AMERICAN AIR0012452585142,Airfare,157.40,
2023-06-02,2023-06-03,3583,AMERICAN AIR0012452585143,Airfare,157.40,
2023-06-02,2023-06-03,3583,KIWI.COM,Other Travel,572.00,
2023-06-01,2023-06-02,3583,HARRIS TEETER #0228,Merchandise,80.68,
2023-05-30,2023-05-31,3583,SPEEDYBOOKER,Other Travel,55.40,
2023-05-30,2023-05-31,3583,SPEEDYBOOKER,Other Travel,251.47,
2023-05-30,2023-05-31,3583,TEXTBOOKXCOMFHSU,Merchandise,76.93,
2023-05-30,2023-05-31,3583,INTOWN DONUTZ KERNERSVIL,Dining,,15.02
2023-05-30,2023-05-30,3583,AMERICAN AIR0012397247623,Airfare,239.30,
2023-05-26,2023-05-27,3583,WAL-MART #6243,Merchandise,41.88,
2023-05-25,2023-05-26,3583,INTOWN DONUTZ KERNERSVIL,Dining,17.02,
2023-05-25,2023-05-26,3583,INTOWN DONUTZ KERNERSVIL,Dining,15.02,
2023-05-26,2023-05-26,3583,AMAZON.COM*U96UN5XG3 AMZN,Merchandise,53.49,
2023-05-24,2023-05-25,3583,CHEGG  ORDER,Merchandise,19.95,
2023-05-23,2023-05-24,3583,CVS/PHARMACY #07026,Health Care,5.01,
2023-05-22,2023-05-23,3583,COSTCO WHSE #0361,Merchandise,162.50,
2023-05-20,2023-05-22,3583,PARAMOUNT+,Phone/Cable,10.69,
2023-05-19,2023-05-20,3583,DD DOORDASH CAVA,Dining,21.62,
2023-05-18,2023-05-19,3583,WWW.COURSEHERO.COM,Other,59.85,
2023-05-17,2023-05-19,3583,TJMAXX #0221,Merchandise,,48.13
2023-05-18,2023-05-19,3583,MOMO ASHI,Dining,14.04,
2023-05-16,2023-05-17,3583,TJMAXX #0221,Merchandise,228.83,
2023-05-16,2023-05-17,3583,HARRIS TEETER #0127,Merchandise,23.06,
2023-05-16,2023-05-17,3583,MOMO ASHI,Dining,12.08,
2023-05-15,2023-05-16,3583,KOHL'S #0287,Merchandise,27.71,
2023-05-12,2023-05-13,3583,DD DOORDASH CHICK-FIL,Dining,25.81,
2023-05-11,2023-05-12,3583,DD DOORDASH KRISPYKRE,Dining,18.86,
2023-05-11,2023-05-11,3583,CAPITAL ONE MOBILE PYMT,Payment/Credit,,896.73
2023-05-08,2023-05-09,3583,HARRIS TEETER #0037,Merchandise,54.46,
2023-05-08,2023-05-09,3583,KOHL'S #0287,Merchandise,88.25,
2023-05-07,2023-05-08,3583,SEND A CAKE,Merchandise,75.44,
2023-05-06,2023-05-06,3583,UBR POSTMATES,Dining,13.24,
2023-05-02,2023-05-03,3583,COSTCO GAS #0361,Gas/Automotive,33.60,
2023-05-02,2023-05-03,3583,COSTCO WHSE #0361,Merchandise,110.38,
2023-04-27,2023-04-29,3583,SHELL RAPID LUBE #8,Gas/Automotive,30.00,
2023-04-27,2023-04-28,3583,FORT HAYS STATE UNIV,Other,50.00,
2023-04-27,2023-04-28,3583,PANERA BREAD #204991 P,Dining,6.54,
2023-04-25,2023-04-27,3583,EQT*Ambetter&WellCarePay,Insurance,14.73,
2023-04-26,2023-04-27,3583,HARRIS TEETER #0037,Merchandise,66.99,
2023-04-26,2023-04-27,3583,COSTCO WHSE #0361,Merchandise,52.89,
2023-04-26,2023-04-27,3583,18 MALAYSIA,Dining,40.30,
2023-04-24,2023-04-25,3583,CHEGG  ORDER,Merchandise,19.95,
2023-04-20,2023-04-21,3583,CVS/PHARMACY #07030,Health Care,7.45,
2023-04-20,2023-04-21,3583,HARRIS TEETER #0037,Merchandise,31.86,
2023-04-15,2023-04-15,3583,UBER   EATS,Dining,28.85,
2023-04-14,2023-04-15,3583,HARRIS TEETER #0037,Merchandise,41.30,
2023-04-14,2023-04-15,3583,COSTCO WHSE #0361,Merchandise,130.50,
2023-04-11,2023-04-11,3583,CAPITAL ONE MOBILE PYMT,Payment/Credit,,873.87
2023-04-04,2023-04-05,3583,CVS/PHARMACY #07030,Health Care,3.51,
2023-04-04,2023-04-05,3583,HARRIS TEETER #0037,Merchandise,18.12,
2023-04-02,2023-04-04,3583,HARRIS TEETER,Merchandise,88.79,
2023-04-02,2023-04-03,3583,INTUIT *TURBOTAX,Merchandise,25.00,
2023-04-01,2023-04-01,3583,UBER   EATS,Dining,33.00,
2023-04-01,2023-04-01,3583,SP OCHA & CO.,Internet,45.00,
2023-03-30,2023-03-31,3583,HARRIS TEETER #0037,Merchandise,43.35,
2023-03-29,2023-03-31,3583,SHELL OIL 57544022700,Gas/Automotive,46.38,
2023-03-30,2023-03-30,3583,UBER   EATS,Dining,36.00,
2023-03-29,2023-03-30,3583,COSTCO WHSE #0361,Merchandise,184.81,
2023-03-28,2023-03-29,3583,EQT*Ambetter&WellCarePay,Insurance,14.73,
2023-03-26,2023-03-27,3583,CVS/PHARMACY #03574,Health Care,11.41,
2023-03-26,2023-03-27,3583,COSTCO WHSE #0361,Merchandise,55.55,
2023-03-26,2023-03-27,3583,UBER* EATS,Dining,29.12,
2023-03-24,2023-03-25,3583,CHEGG  ORDER,Merchandise,19.95,
2023-03-21,2023-03-22,3583,FORT HAYS STATE UNIV,Other,17.92,
2023-03-21,2023-03-22,3583,HARRIS TEETER #0037,Merchandise,13.53,
2023-03-18,2023-03-20,3583,HARRIS TEETER #0037,Merchandise,44.54,
2023-03-15,2023-03-17,3583,STARBUCKS STORE 68121,Dining,6.08,
2023-03-15,2023-03-16,3583,COSTCO WHSE #0361,Merchandise,108.18,
2023-03-11,2023-03-13,3583,SHELL OIL 57544022700,Gas/Automotive,15.00,
2023-03-11,2023-03-13,3583,HARRIS TEETER #0037,Merchandise,13.90,
2023-03-10,2023-03-10,3583,CAPITAL ONE MOBILE PYMT,Payment/Credit,,572.50
2023-03-08,2023-03-09,3583,CVS/PHARMACY #03574,Health Care,17.24,
2023-03-05,2023-03-06,3583,COSTCO WHSE #0361,Merchandise,207.41,
2023-03-03,2023-03-03,3583,UBER   EATS,Dining,34.80,
2023-02-27,2023-02-28,3583,HARRIS TEETER #0037,Merchandise,21.96,
2023-02-24,2023-02-25,3583,CHEGG  ORDER,Merchandise,19.95,
2023-02-21,2023-02-22,3583,EQT*Ambetter&WellCarePay,Insurance,14.73,
2023-02-19,2023-02-20,3583,HARRIS TEETER #0037,Merchandise,10.71,
2023-02-19,2023-02-20,3583,WWW.COURSEHERO.COM,Other Services,59.85,
2023-02-19,2023-02-20,3583,UBER* EATS,Dining,62.57,
2023-02-17,2023-02-18,3583,HARRIS TEETER #0037,Merchandise,18.60,
2023-02-12,2023-02-13,3583,HARRIS TEETER #0037,Merchandise,63.68,
2023-02-11,2023-02-11,3583,CAPITAL ONE MOBILE PYMT,Payment/Credit,,246.84
2023-02-11,2023-02-11,3583,UBER   EATS,Dining,41.00,
2023-02-06,2023-02-07,3583,WWW COSTCO COM,Merchandise,53.49,
2023-02-06,2023-02-07,3583,COSTCO GAS #0361,Gas/Automotive,39.54,
2023-02-06,2023-02-07,3583,COSTCO WHSE #0361,Merchandise,104.25,
2023-02-02,2023-02-03,3583,SQ *BOBBY BOY BAKESHOP,Merchandise,16.59,
2023-02-02,2023-02-03,3583,SQ *BOBBY BOY BAKESHOP,Merchandise,15.32,
2023-02-02,2023-02-03,3583,SQ *BOBBY BOY BAKESHOP,Merchandise,17.65,
2023-01-30,2023-01-30,3583,CAPITAL ONE MOBILE PYMT,Payment/Credit,,929.98
2023-01-27,2023-01-28,3583,COSTCO WHSE #0361,Merchandise,99.39,
2023-01-26,2023-01-28,3583,STARBUCKS STORE 68121,Dining,4.48,
2023-01-24,2023-01-25,3583,CHEGG  ORDER,Merchandise,19.95,
2023-01-22,2023-01-24,3583,STARBUCKS STORE 25248,Dining,7.96,
2023-01-22,2023-01-23,3583,WAL-MART #3626,Merchandise,10.49,
2023-01-22,2023-01-23,3583,WHOLEFDS WIN 10110,Merchandise,14.26,
2023-01-18,2023-01-19,3583,ZYBOOK COLLEGE TXTBOOK,Internet,62.07,
2023-01-18,2023-01-19,3583,COSTCO WHSE #0361,Merchandise,100.22,
2023-01-18,2023-01-18,3583,TEXTBOOKXCOMFHSU,Merchandise,194.69,
2023-01-18,2023-01-18,3583,AMZN Mktp US*931I42243,Merchandise,23.53,
2023-01-15,2023-01-17,3583,SHELL OIL 57544022700,Gas/Automotive,44.17,
2023-01-13,2023-01-14,3583,AMZN Mktp US*8K17M4A03,Merchandise,302.79,
2023-01-13,2023-01-13,3583,AMZN Mktp US*DC6ZL2E53,Merchandise,18.35,
2023-01-12,2023-01-13,3583,COSTCO WHSE #0361,Merchandise,52.63,
2023-01-11,2023-01-11,3583,CAPITAL ONE AUTOPAY PYMT,Payment/Credit,,25.00
2023-01-10,2023-01-10,3583,CAPITAL ONE MOBILE PYMT,Payment/Credit,,859.90
2023-01-09,2023-01-09,3583,SP BOBA TEA PROTEIN,Merchandise,110.13,
2023-01-09,2023-01-09,3583,AMZN Mktp US*BI8I47KD3,Merchandise,26.74,
2023-01-08,2023-01-09,3583,HARRIS TEETER #0037,Merchandise,38.13,
2023-01-08,2023-01-09,3583,COSTCO WHSE #0361,Merchandise,96.97,
2023-01-03,2023-01-04,3583,WHOLEFDS WIN 10110,Merchandise,19.35,
2023-01-03,2023-01-04,3583,HARRIS TEETER #0216,Merchandise,11.18,
