2022-06-25,2022-06-27,3583,ALASKA AIR  0272303172006,Airfare,517.21,
2022-06-25,2022-06-27,3583,COSTCO WHSE #0361,Merchandise,50.82,
2022-06-25,2022-06-25,3583,UBER   EATS,Dining,27.00,
2022-06-24,2022-06-25,3583,TEXTBOOKXCOM*FORT HAYS,Merchandise,121.47,
2022-06-20,2022-06-21,3583,COSTCO GAS #0361,Gas/Automotive,52.27,
2022-06-20,2022-06-21,3583,COSTCO WHSE #0361,Merchandise,50.64,
2022-06-17,2022-06-18,3583,HARRIS TEETER #0037,Merchandise,54.71,
2022-06-15,2022-06-15,3583,UBER   EATS,Dining,40.00,
2022-06-12,2022-06-13,3583,CAPITAL ONE MOBILE PYMT,Payment/Credit,,109.33
2022-06-11,2022-06-11,3583,CAPITAL ONE AUTOPAY PYMT,Payment/Credit,,25.00
2022-06-08,2022-06-09,3583,CHEGG  ORDER,Merchandise,19.95,
2022-06-06,2022-06-07,3583,ZYBOOK COLLEGE TXTBOOK,Internet,62.07,
2022-06-04,2022-06-06,3583,BINKI CAFE,Merchandise,45.38,
2022-06-04,2022-06-04,3583,CAPITAL ONE MOBILE PYMT,Payment/Credit,,1272.25
2022-06-03,2022-06-04,3583,LOWES #00436*,Merchandise,6.93,
2022-06-01,2022-06-02,3583,COSTCO WHSE #0361,Merchandise,67.02,
2022-06-01,2022-06-02,3583,PIEDMONT ENDODONTICS,Health Care,790.00,
2022-05-28,2022-05-30,3583,WISE MAN BREWING,Dining,10.27,
2022-05-29,2022-05-30,3583,JOYNERS BAR,Dining,17.47,
2022-05-28,2022-05-30,3583,SQ *CHAD'S CHAI,Dining,7.00,
2022-05-23,2022-05-24,3583,COSTCO WHSE #0361,Merchandise,48.47,
2022-05-20,2022-05-21,3583,HARRIS TEETER #0037,Merchandise,49.99,
2022-05-19,2022-05-21,3583,AE OUTF ONLINE00029538,Merchandise,32.04,
2022-05-17,2022-05-18,3583,GOV*NC DMV,Other Services,145.48,
2022-05-14,2022-05-16,3583,ROCK BOX BOULDERING,Entertainment,67.65,
2022-05-14,2022-05-16,3583,SQ *CHAD'S CHAI,Dining,7.00,
2022-05-14,2022-05-16,3583,SQ *CAMINO @ COBBLESTONE,Dining,4.91,
2022-05-14,2022-05-16,3583,SQ *TEA AND TOAST,Merchandise,6.35,
2022-05-12,2022-05-13,3583,AMC 4320 WINSTON SALEM,Entertainment,18.60,
2022-05-09,2022-05-09,3583,CAPITAL ONE MOBILE PYMT,Payment/Credit,,17.30
2022-05-02,2022-05-02,3583,CAPITAL ONE MOBILE PYMT,Payment/Credit,,552.16
2022-05-01,2022-05-02,3583,HARRIS TEETER #0037,Merchandise,17.30,
2022-04-27,2022-04-28,3583,HARRIS TEETER #0037,Merchandise,36.81,
2022-04-26,2022-04-28,3583,CHICK-FIL-A #00780,Dining,19.62,
2022-04-25,2022-04-27,3583,SONO KITCHEN,Dining,18.77,
2022-04-22,2022-04-25,3583,ANTELOPE CANYON INN,Lodging,156.16,
2022-04-23,2022-04-25,3583,MARATHON PETRO252700,Gas/Automotive,15.20,
2022-04-22,2022-04-23,3583,SHEIN.COM,Merchandise,,88.59
2022-04-21,2022-04-23,3583,REI #25 CHANDLER,Merchandise,43.07,
2022-04-21,2022-04-23,3583,ANDY'S FROZEN CUSTARD,Dining,13.88,
2022-04-21,2022-04-22,3583,GREENFIELD NAILS AND SPA,Other Services,60.95,
2022-04-16,2022-04-18,3583,TOKYO HOUSE I,Dining,9.87,
2022-04-15,2022-04-18,3583,GOODWILL IND #43,Merchandise,11.00,
2022-04-16,2022-04-18,3583,TJMAXX #0221,Merchandise,68.45,
2022-04-16,2022-04-18,3583,EGO HOUR OF ROBIN HOOD I,Other Services,115.00,
2022-04-16,2022-04-18,3583,KOHL'S #0287,Merchandise,43.66,
2022-04-15,2022-04-15,3583,AMC ONLINE 9640,Entertainment,21.36,
2022-04-10,2022-04-12,3583,ROCK BOX BOULDERING,Entertainment,12.00,
2022-04-11,2022-04-11,3583,CAPITAL ONE AUTOPAY PYMT,Payment/Credit,,25.00
2022-04-10,2022-04-11,3583,CAPITAL ONE MOBILE PYMT,Payment/Credit,,376.07
2022-04-10,2022-04-11,3583,CHEGG  ORDER,Merchandise,19.95,
2022-03-29,2022-03-30,3583,JUSTMENSRINGS,Merchandise,22.06,
2022-03-27,2022-03-28,3583,HARRIS TEETER #0037,Merchandise,53.89,
2022-03-25,2022-03-25,3583,SHEIN.COM,Merchandise,103.99,
2022-03-24,2022-03-25,3583,SWEET FROG 200117,Dining,9.26,
2022-03-20,2022-03-21,3583,HARRIS TEETER #0037,Merchandise,14.77,
2022-03-15,2022-03-16,3583,HARRIS TEETER #0155,Merchandise,9.85,
2022-03-14,2022-03-16,3583,ALDI 66085,Merchandise,8.39,
2022-03-14,2022-03-15,3583,INTUIT *TURBOTAX,Merchandise,50.00,
2022-03-14,2022-03-15,3583,INTUIT *TURBOTAX,Merchandise,48.15,
2022-03-12,2022-03-14,3583,LIDL #1010,Merchandise,19.89,
2022-03-11,2022-03-11,3583,CAPITAL ONE AUTOPAY PYMT,Payment/Credit,,20.12
2022-03-10,2022-03-11,3583,CHEGG  ORDER,Merchandise,19.95,
2022-03-08,2022-03-10,3583,ALDI 66085,Merchandise,15.87,
2022-03-05,2022-03-07,3583,HARRIS TEETER #0037,Merchandise,20.12,
2022-02-28,2022-02-28,3583,CAPITAL ONE MOBILE PYMT,Payment/Credit,,58.29
2022-02-15,2022-02-17,3583,RECREATION.GOV,Other Services,6.00,
2022-02-10,2022-02-11,3583,CHEGG  ORDER,Merchandise,19.95,
2022-02-11,2022-02-11,3583,UBER   EATS,Dining,26.44,
2022-02-10,2022-02-11,3583,HARRIS TEETER #0037,Merchandise,5.90,
2022-02-06,2022-02-07,3583,CAPITAL ONE MOBILE PYMT,Payment/Credit,,306.50
2022-02-05,2022-02-05,3583,UBER   EATS,Dining,21.86,
2022-02-05,2022-02-05,3583,UBER *EATS HELP.UBER.COM,Dining,7.22,
2022-02-03,2022-02-03,3583,UBER   EATS,Dining,7.49,
2022-02-02,2022-02-03,3583,UBER   EATS,Dining,34.97,
2022-02-02,2022-02-03,3583,TST* Village Juice Co,Dining,11.72,
2022-02-02,2022-02-03,3583,TST* Village Juice Co,Dining,24.00,
2022-01-27,2022-01-28,3583,PAYPAL *TEXTBOOKX FORT,Merchandise,128.91,
2022-01-20,2022-01-27,3583,AIR ASIA (KH),Airfare,,95.78
2022-01-22,2022-01-24,3583,HARRIS TEETER #0037,Merchandise,4.78,
2022-01-20,2022-01-21,3583,HARRIS TEETER #0037,Merchandise,49.29,
2022-01-20,2022-01-21,3583,COSTCO WHSE #0361,Merchandise,112.04,
2022-01-16,2022-01-17,3583,CAPITAL ONE MOBILE PYMT,Payment/Credit,,1843.86
2022-01-14,2022-01-15,3583,WM SUPERCENTER #3626,Merchandise,6.50,
2022-01-11,2022-01-12,3583,Lenovo United States,Other,1806.72,
2022-01-11,2022-01-11,3583,CAPITAL ONE MOBILE PYMT,Payment/Credit,,45.71
2022-01-10,2022-01-11,3583,CHEGG  ORDER,Merchandise,19.95,
2022-01-07,2022-01-10,3583,BARNES & NOBLE #2761,Merchandise,10.69,
2022-01-05,2022-01-06,3583,HARRIS TEETER #0037,Merchandise,5.10,
2022-01-03,2022-01-03,3583,CAPITAL ONE MOBILE PYMT,Payment/Credit,,216.64
2022-01-01,2022-01-03,3583,HARRIS TEETER #0037,Merchandise,40.61,
